word,ipa_yoruba,ipa_swahili,agreement,primary_candidate_ipa,alternate_candidate_ipa,approved_ipa,review_status,reviewer_notes,source
muiru,m u i r u,m u i r u,yes,m u i r u,,m u i r u,auto-accepted,,transphone_yoruba_swahili
mutune,m u t u n e,m u t u n a,no,m u t u n e,m u t u n a,,needs-analyst-review,,transphone_yoruba_swahili
mútune,m u t u n e,m u t u n a,no,m u t u n e,m u t u n a,,needs-analyst-review,,transphone_yoruba_swahili
mūthia,m u s i a,m u t i a,no,m u s i a,m u t i a,,needs-analyst-review,,transphone_yoruba_swahili
nawe,n a w e,n a w a,no,n a w e,n a w a,,needs-analyst-review,,transphone_yoruba_swahili
ndigirii,d i ɡ i r i,d i ɡ i r i,yes,d i ɡ i r i,,d i ɡ i r i,auto-accepted,,transphone_yoruba_swahili
negative,n e ɡ a t i f e,n a ɡ a t i v a,no,n e ɡ a t i f e,n a ɡ a t i v a,,needs-analyst-review,,transphone_yoruba_swahili
new,n e w,n a w,no,n e w,n a w,,needs-analyst-review,,transphone_yoruba_swahili
ngothi,m o s i,ŋ ɔ t i,no,m o s i,ŋ ɔ t i,,needs-analyst-review,,transphone_yoruba_swahili
nio,n i o,n i ɔ,no,n i o,n i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nuclear,n u t l e a r,n u t l a r,no,n u t l e a r,n u t l a r,,needs-analyst-review,,transphone_yoruba_swahili
nyahururu,m a h u r u r u,ɲ a h u r u r u,no,m a h u r u r u,ɲ a h u r u r u,,needs-analyst-review,,transphone_yoruba_swahili
nyamũ,m a m o,ɲ a m ɔ,no,m a m o,ɲ a m ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nyumba,m ũ b a,ɲ u m b a,no,m ũ b a,ɲ u m b a,,needs-analyst-review,,transphone_yoruba_swahili
nìkuo,n i k u o,n i k u ɔ,no,n i k u o,n i k u ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nìo,n i o,n i ɔ,no,n i o,n i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nìrìo,n i r i o,n i r i ɔ,no,n i r i o,n i r i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
nìūndū,n i ũ d u,n i u n d u,no,n i ũ d u,n i u n d u,,needs-analyst-review,,transphone_yoruba_swahili
nĩguo,n e ɡ u o,n a ɡ u ɔ,no,n e ɡ u o,n a ɡ u ɔ,,needs-analyst-review,,transphone_yoruba_swahili
onayo,o n a j o,ɔ n a j ɔ,no,o n a j o,ɔ n a j ɔ,,needs-analyst-review,,transphone_yoruba_swahili
peace,p e a t e,p a t a,no,p e a t e,p a t a,,needs-analyst-review,,transphone_yoruba_swahili
ruciini,r u t i ĩ i,r u t i n i,no,r u t i ĩ i,r u t i n i,,needs-analyst-review,,transphone_yoruba_swahili
ruhonge,r u h o ɡ e,r u h ɔ ɡ a,no,r u h o ɡ e,r u h ɔ ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
ruo,r u o,r u ɔ,no,r u o,r u ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ruriri,r u r i r i,r u r i r i,yes,r u r i r i,,r u r i r i,auto-accepted,,transphone_yoruba_swahili
rùrù,r u r u,r u r u,yes,r u r u,,r u r u,auto-accepted,,transphone_yoruba_swahili
selassie,s e l a s i e,s a l a s i a,no,s e l a s i e,s a l a s i a,,needs-analyst-review,,transphone_yoruba_swahili
taūni,t a u n i,t a u n i,yes,t a u n i,,t a u n i,auto-accepted,,transphone_yoruba_swahili
thinacara,s i n a t a r a,t i n a t a r a,no,s i n a t a r a,t i n a t a r a,,needs-analyst-review,,transphone_yoruba_swahili
thìinì,s i ĩ n i,t i n i,no,s i ĩ n i,t i n i,,needs-analyst-review,,transphone_yoruba_swahili
toro,t o r o,t ɔ r ɔ,no,t o r o,t ɔ r ɔ,,needs-analyst-review,,transphone_yoruba_swahili
wacio,w a t i o,w a t i ɔ,no,w a t i o,w a t i ɔ,,needs-analyst-review,,transphone_yoruba_swahili
yari,j a r i,j a r i,yes,j a r i,,j a r i,auto-accepted,,transphone_yoruba_swahili
ìri,i r i,i r i,yes,i r i,,i r i,auto-accepted,,transphone_yoruba_swahili
ùgwo,u ɡ w o,u ɡ ɔ,no,u ɡ w o,u ɡ ɔ,,needs-analyst-review,,transphone_yoruba_swahili
úgwati,u ɡ w a t i,u ɡ w a t i,yes,u ɡ w a t i,,u ɡ w a t i,auto-accepted,,transphone_yoruba_swahili
úrími,u r i m i,u r i m i,yes,u r i m i,,u r i m i,auto-accepted,,transphone_yoruba_swahili
úyú,u j u,u j u,yes,u j u,,u j u,auto-accepted,,transphone_yoruba_swahili
ûhotekeku,u h o t e k e k u,u h ɔ t a k a k u,no,u h o t e k e k u,u h ɔ t a k a k u,,needs-analyst-review,,transphone_yoruba_swahili
ĩngĩ,ẽ ɡ e,a ɡ a,no,ẽ ɡ e,a ɡ a,,needs-analyst-review,,transphone_yoruba_swahili
ĩtano,e t a n o,a t a n ɔ,no,e t a n o,a t a n ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ũgima,o ɡ i m a,ɔ ɡ i m a,no,o ɡ i m a,ɔ ɡ i m a,,needs-analyst-review,,transphone_yoruba_swahili
ũtukũ,o t u k o,ɔ t u k ɔ,no,o t u k o,ɔ t u k ɔ,,needs-analyst-review,,transphone_yoruba_swahili
ūrìmi,u r i m i,u r i m i,yes,u r i m i,,u r i m i,auto-accepted,,transphone_yoruba_swahili
aikari,a i k a r i,a i k a r i,yes,a i k a r i,,a i k a r i,auto-accepted,,transphone_yoruba_swahili
aingî,a ĩ ɡ i,a i ɡ i,no,a ĩ ɡ i,a i ɡ i,,needs-analyst-review,,transphone_yoruba_swahili
akuire,a k u i r e,a k u i r a,no,a k u i r e,a k u i r a,,needs-analyst-review,,transphone_yoruba_swahili
america,a m e r i t a,a m a r i t a,no,a m e r i t a,a m a r i t a,,needs-analyst-review,,transphone_yoruba_swahili
ateng'eri,a t ẽ ɡ e r i,a t a ɡ a r i,no,a t ẽ ɡ e r i,a t a ɡ a r i,,needs-analyst-review,,transphone_yoruba_swahili
athomeire,a t o m e i r e,a t ɔ m a i r a,no,a t o m e i r e,a t ɔ m a i r a,,needs-analyst-review,,transphone_yoruba_swahili
atî,a t i,a t i,yes,a t i,,a t i,auto-accepted,,transphone_yoruba_swahili
aya,a j a,a j a,yes,a j a,,a j a,auto-accepted,,transphone_yoruba_swahili
biū,b i u,b i u,yes,b i u,,b i u,auto-accepted,,transphone_yoruba_swahili
century,t ẽ t u r i,t a n t u r i,no,t ẽ t u r i,t a n t u r i,,needs-analyst-review,,transphone_yoruba_swahili
east,e a s t,a s t,no,e a s t,a s t,,needs-analyst-review,,transphone_yoruba_swahili
eid,e i d,a i d,no,e i d,a i d,,needs-analyst-review,,transphone_yoruba_swahili
fitr,f i t r,f i t r,yes,f i t r,,f i t r,auto-accepted,,transphone_yoruba_swahili
football,f o t b a l,f ɔ t b a l,no,f o t b a l,f ɔ t b a l,,needs-analyst-review,,transphone_yoruba_swahili
gikundi,ɡ i k ũ d i,ɡ i k u n d i,no,ɡ i k ũ d i,ɡ i k u n d i,,needs-analyst-review,,transphone_yoruba_swahili
guthii,ɡ u s i,ɡ u t i,no,ɡ u s i,ɡ u t i,,needs-analyst-review,,transphone_yoruba_swahili
gíki,ɡ i k i,ɡ i k i,yes,ɡ i k i,,ɡ i k i,auto-accepted,,transphone_yoruba_swahili
gûkorûo,ɡ u k o r u o,ɡ u k ɔ r u ɔ,no,ɡ u k o r u o,ɡ u k ɔ r u ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gûthiî,ɡ u s i,ɡ u t i,no,ɡ u s i,ɡ u t i,,needs-analyst-review,,transphone_yoruba_swahili
gĩcigo,ɡ e t i ɡ o,ɡ a t i ɡ ɔ,no,ɡ e t i ɡ o,ɡ a t i ɡ ɔ,,needs-analyst-review,,transphone_yoruba_swahili
gĩthiũrũrĩ,ɡ e s i o r o r e,ɡ a t i ɔ r ɔ r a,no,ɡ e s i o r o r e,ɡ a t i ɔ r ɔ r a,,needs-analyst-review,,transphone_yoruba_swahili
gũthiĩ,ɡ o s i e,ɡ ɔ t i a,no,ɡ o s i e,ɡ ɔ t i a,,needs-analyst-review,,transphone_yoruba_swahili
gũtuĩka,ɡ o t u e k a,ɡ ɔ t u a k a,no,ɡ o t u e k a,ɡ ɔ t u a k a,,needs-analyst-review,,transphone_yoruba_swahili
hakuhì,h a k u h i,h a k u h i,yes,h a k u h i,,h a k u h i,auto-accepted,,transphone_yoruba_swahili
house,h o u s e,h ɔ u s a,no,h o u s e,h ɔ u s a,,needs-analyst-review,,transphone_yoruba_swahili
igùru,i ɡ u r u,i ɡ u r u,yes,i ɡ u r u,,i ɡ u r u,auto-accepted,,transphone_yoruba_swahili
ingĩra,ĩ ɡ e r a,i ɡ a r a,no,ĩ ɡ e r a,i ɡ a r a,,needs-analyst-review,,transphone_yoruba_swahili
ithatatú,i s a t a t u,i t a t a t u,no,i s a t a t u,i t a t a t u,,needs-analyst-review,,transphone_yoruba_swahili
itua,i t u a,i t u a,yes,i t u a,,i t u a,auto-accepted,,transphone_yoruba_swahili
juja,d u d a,ʃ u ʃ a,no,d u d a,ʃ u ʃ a,,needs-analyst-review,,transphone_yoruba_swahili
kandi,k ẽ d i,k a n d i,no,k ẽ d i,k a n d i,,needs-analyst-review,,transphone_yoruba_swahili
